gbifID,scientificName,decimalLatitude,decimalLongitude,day,month,year
2862358058,"Canis latrans Say, 1823",36.315071,-116.387455,6,9,2020
2862356554,"Canis latrans Say, 1823",44.955201,-110.533944,18,7,2010
2862352225,"Canis latrans Say, 1823",34.446196,-119.294086,21,6,2019
2862348153,"Canis latrans Say, 1823",27.221509,-97.768252,6,9,2020
2862345941,"Canis latrans Say, 1823",47.751563,-122.299708,28,10,2012
2862328561,"Canis latrans Say, 1823",37.786961,-122.495104,1,9,2020
2862322763,"Canis latrans Say, 1823",38.851716,-114.08542,4,9,2020
2862320673,"Canis latrans Say, 1823",44.921141,-110.440596,6,8,2009
2862319936,"Canis latrans Say, 1823",32.204796,-110.988743,6,9,2020
2862316180,"Canis latrans Say, 1823",43.055208,-89.48861,8,9,2020
2862315888,"Canis latrans Say, 1823",38.130631,-122.932014,21,8,2020
2862315741,"Canis latrans Say, 1823",42.897737,-118.874691,4,9,2020
2862309743,"Canis latrans Say, 1823",44.948031,-110.461779,7,8,2009
2862306107,"Canis latrans Say, 1823",46.699689,-100.775411,22,4,2020
2862305622,"Canis latrans Say, 1823",37.830367,-122.528284,4,9,2020
2862303124,"Canis latrans Say, 1823",32.868992,-117.178903,24,8,2020
2862297791,"Canis latrans Say, 1823",42.753272,-70.80018,3,9,2020
2862295942,"Canis latrans Say, 1823",33.19,-116.32,6,9,2020
2862294243,"Canis latrans Say, 1823",33.839517,-118.096122,8,9,2020
2862284760,"Canis latrans Say, 1823",38.000031,-122.220966,4,9,2020
2862283919,"Canis latrans Say, 1823",33.19,-116.32,5,9,2020
2860286446,"Canis latrans Say, 1823",35.809005,-78.67865,17,4,2018
2860281381,"Canis latrans Say, 1823",32.520497,-106.032005,2,9,2020
2860278337,"Canis latrans Say, 1823",34.101703,-116.297837,22,8,2020
2860265408,"Canis latrans Say, 1823",37.635917,-122.47532,2,9,2020
2860238374,"Canis latrans Say, 1823",34.091876,-117.696977,2,9,2020
2860229522,"Canis latrans Say, 1823",43.110274,-74.01474,29,8,2020
2860229382,"Canis latrans Say, 1823",43.601651,-103.42634,11,7,2018
2860228367,"Canis latrans Say, 1823",37.831392,-122.534538,2,9,2020
2860202438,"Canis latrans Say, 1823",43.274231,-71.955998,2,9,2020
2860189047,"Canis latrans Say, 1823",33.255892,-116.378034,31,8,2020
2860188262,"Canis latrans Say, 1823",37.786232,-122.502207,1,9,2020
2860183764,"Canis latrans Say, 1823",30.596478,-97.666562,25,8,2020
2860181209,"Canis latrans Say, 1823",45.593836,-117.275159,30,8,2020
2860178110,"Canis latrans Say, 1823",44.914473,-70.70609,26,8,2020
2860165712,"Canis latrans Say, 1823",34.035359,-109.4223,28,8,2020
2860164282,"Canis latrans Say, 1823",44.886957,-93.185383,24,1,2015
2860154684,"Canis latrans Say, 1823",48.806536,-121.765522,27,8,2020
2860153249,"Canis latrans Say, 1823",33.194222,-117.147782,23,12,2011
2860152214,"Canis latrans Say, 1823",34.134829,-118.648524,30,8,2020
2860146772,"Canis latrans Say, 1823",30.410618,-97.724114,24,8,2020
2860137777,"Canis latrans Say, 1823",33.764187,-116.192812,28,8,2020
2860137642,"Canis latrans Say, 1823",37.828757,-122.485937,26,8,2020
2860136982,"Canis latrans Say, 1823",41.054368,-112.236413,30,8,2020
2860133786,"Canis latrans Say, 1823",30.515291,-97.749096,26,8,2020
2860130767,"Canis latrans Say, 1823",33.19,-116.32,29,8,2020
2860129088,"Canis latrans Say, 1823",39.024025,-77.158097,31,8,2020
2860126106,"Canis latrans Say, 1823",30.284132,-97.754053,31,8,2020
2860109736,"Canis latrans Say, 1823",47.675792,-112.503697,28,8,2020
2860099224,"Canis latrans Say, 1823",40.782408,-74.714858,19,9,2019
2860097434,"Canis latrans Say, 1823",47.37367,-122.570342,4,6,2020
2860096239,"Canis latrans Say, 1823",32.315796,-111.018971,31,8,2020
2860092399,"Canis latrans Say, 1823",34.121189,-118.330068,2,9,2020
2860075812,"Canis latrans Say, 1823",37.967881,-122.268237,29,8,2020
2860073333,"Canis latrans Say, 1823",37.654604,-118.74216,22,8,2020
2860065004,"Canis latrans Say, 1823",34.1359,-118.1085,30,8,2020
2860057585,"Canis latrans Say, 1823",39.757349,-105.094792,20,1,2012
2860052156,"Canis latrans Say, 1823",37.858144,-122.549955,31,8,2020
2860046406,"Canis latrans Say, 1823",35.10195,-106.695469,2,9,2020
2860017377,"Canis latrans Say, 1823",35.246481,-79.802592,24,8,2020
2859983781,"Canis latrans Say, 1823",40.925643,-112.166162,29,8,2020
2859983711,"Canis latrans Say, 1823",36.131701,-120.722128,1,3,2020
2859976113,"Canis latrans Say, 1823",32.309587,-84.739228,26,11,2019
2859974634,"Canis latrans Say, 1823",44.060464,-72.422542,10,7,2020
2859973659,"Canis latrans Say, 1823",30.755697,-97.407122,24,8,2020
2859972965,"Canis latrans Say, 1823",34.132076,-118.178354,30,8,2020
2859972747,"Canis latrans Say, 1823",30.550818,-97.623057,24,8,2020
2859963176,"Canis latrans Say, 1823",37.299245,-107.015425,30,8,2020
2859962850,"Canis latrans Say, 1823",47.088677,-117.726882,29,8,2020
2859962722,"Canis latrans Say, 1823",37.69687,-122.477928,28,8,2020
2859957721,"Canis latrans Say, 1823",41.885538,-71.6463,28,8,2020
2859946693,"Canis latrans Say, 1823",30.297059,-96.669424,28,8,2020
2859944175,"Canis latrans Say, 1823",37.237886,-107.14925,30,8,2020
2859941298,"Canis latrans Say, 1823",35.474279,-119.720989,2,9,2020
2859941100,"Canis latrans Say, 1823",33.796344,-117.75258,14,8,2020
2859939010,"Canis latrans Say, 1823",35.898203,-106.490043,7,8,2020
2859938167,"Canis latrans Say, 1823",39.184748,-122.04958,15,8,2009
2859934790,"Canis latrans Say, 1823",41.490058,-72.72445,29,8,2020
2859932730,"Canis latrans Say, 1823",30.299265,-96.670748,28,8,2020
2859927925,"Canis latrans Say, 1823",37.831397,-122.524701,29,8,2020
2859926720,"Canis latrans Say, 1823",39.306217,-120.388292,28,8,2020
2859918797,"Canis latrans Say, 1823",30.494971,-97.697195,24,8,2020
2859914740,"Canis latrans Say, 1823",33.907254,-84.372106,25,4,2020
2859913622,"Canis latrans Say, 1823",30.469956,-90.120056,28,8,2020
2859910676,"Canis latrans Say, 1823",29.889883,-98.526367,27,8,2020
2859907262,"Canis latrans Say, 1823",43.262709,-87.967245,30,8,2020
2859906666,"Canis latrans Say, 1823",30.636382,-96.539358,28,8,2020
2859905805,"Canis latrans Say, 1823",30.460014,-97.776038,25,8,2020
2859905250,"Canis latrans Say, 1823",37.893505,-122.623117,27,12,2019
2859897784,"Canis latrans Say, 1823",30.45663,-97.756176,26,8,2020
2859897032,"Canis latrans Say, 1823",33.709153,-117.625235,2,8,2020
2859895231,"Canis latrans Say, 1823",45.331875,-117.885517,30,8,2020
2859894989,"Canis latrans Say, 1823",41.67165,-70.062223,22,6,2020
2856867455,"Canis latrans Say, 1823",44.899325,-110.443855,3,8,2019
2856867343,"Canis latrans Say, 1823",43.173925,-89.443967,5,8,2020
2856863526,"Canis latrans Say, 1823",41.818053,-88.057217,4,12,2015
2856861468,"Canis latrans Say, 1823",37.749397,-118.938837,26,8,2020
2856814390,"Canis latrans Say, 1823",40.467392,-121.015464,26,8,2020
2856794324,"Canis latrans Say, 1823",26.695549,-80.497278,12,8,2016
2856776573,"Canis latrans Say, 1823",42.275469,-72.500212,19,4,2020
2856773340,"Canis latrans Say, 1823",41.791912,-87.880378,19,5,2020
2856772302,"Canis latrans Say, 1823",43.222772,-70.673297,17,6,2015
2856769398,"Canis latrans Say, 1823",47.37367,-122.570342,22,5,2020
2856767975,"Canis latrans Say, 1823",44.943739,-93.441697,16,1,2020
2856767337,"Canis latrans Say, 1823",42.294745,-71.141047,31,12,2019
2856766281,"Canis latrans Say, 1823",46.642987,-119.42904,11,9,2016
2856765333,"Canis latrans Say, 1823",34.904599,-120.300348,29,12,2019
2856764939,"Canis latrans Say, 1823",41.354387,-71.953068,23,8,2020
2856762751,"Canis latrans Say, 1823",37.338857,-121.664535,13,9,2013
2856761575,"Canis latrans Say, 1823",33.068103,-116.991714,20,8,2020
2856760776,"Canis latrans Say, 1823",37.794292,-122.475131,22,8,2020
2856759061,"Canis latrans Say, 1823",44.880914,-93.290147,4,1,2018
2856758353,"Canis latrans Say, 1823",32.317172,-109.463905,4,1,2020
2856752628,"Canis latrans Say, 1823",42.979949,-87.913472,21,8,2020
2856752194,"Canis latrans Say, 1823",37.74305,-122.411103,24,8,2020
2856752182,"Canis latrans Say, 1823",37.714042,-121.869697,24,8,2020
2856751183,"Canis latrans Say, 1823",45.565137,-122.611938,25,8,2020
2856749792,"Canis latrans Say, 1823",33.920595,-117.902156,22,8,2020
2856749132,"Canis latrans Say, 1823",30.468571,-95.615503,22,8,2020
2856747974,"Canis latrans Say, 1823",41.354392,-71.953099,23,8,2020
2856743578,"Canis latrans Say, 1823",34.013903,-118.334452,20,8,2020
2856742673,"Canis latrans Say, 1823",42.8601,-75.953422,21,8,2020
2856737664,"Canis latrans Say, 1823",37.7232,-121.749143,13,4,2020
2856735303,"Canis latrans Say, 1823",43.146849,-70.69192,13,6,2015
2856732787,"Canis latrans Say, 1823",34.134686,-118.565539,22,8,2020
2856729136,"Canis latrans Say, 1823",40.412051,-105.734511,24,9,2019
2856703408,"Canis latrans Say, 1823",41.518781,-71.48254,2,2,2019
2856702332,"Canis latrans Say, 1823",29.428787,-95.137758,20,6,2019
2856700143,"Canis latrans Say, 1823",37.742997,-122.44213,24,8,2020
2856698381,"Canis latrans Say, 1823",35.862009,-106.512408,25,8,2020
2856697550,"Canis latrans Say, 1823",42.238222,-72.469752,13,4,2020
2856696979,"Canis latrans Say, 1823",30.443652,-97.737059,20,8,2020
2856696709,"Canis latrans Say, 1823",37.70448,-122.475911,21,8,2020
2856696700,"Canis latrans Say, 1823",37.720303,-122.419603,20,8,2020
2856695071,"Canis latrans Say, 1823",32.729198,-117.134012,24,8,2020
2856693440,"Canis latrans Say, 1823",47.37367,-122.570342,22,5,2020
2856693195,"Canis latrans Say, 1823",33.850697,-117.72567,21,8,2020
2856687319,"Canis latrans Say, 1823",34.151975,-118.069908,23,11,2019
2856685759,"Canis latrans Say, 1823",32.72306,-103.869036,21,8,2020
2856672406,"Canis latrans Say, 1823",41.84853,-88.070892,13,7,2020
2856669718,"Canis latrans Say, 1823",34.111303,-118.306228,8,4,2020
2856664388,"Canis latrans Say, 1823",39.683558,-104.836328,26,8,2020
2856661904,"Canis latrans Say, 1823",39.824487,-104.865657,24,8,2016
2856658016,"Canis latrans Say, 1823",30.466978,-97.651571,21,8,2020
2856657670,"Canis latrans Say, 1823",37.766205,-122.493774,21,8,2020
2856656212,"Canis latrans Say, 1823",40.40458,-105.618819,24,8,2020
2856654013,"Canis latrans Say, 1823",30.405442,-97.705537,19,8,2020
2856653035,"Canis latrans Say, 1823",44.900924,-93.397703,24,8,2020
2856652249,"Canis latrans Say, 1823",30.337908,-98.139855,8,8,2020
2856643410,"Canis latrans Say, 1823",30.650624,-97.668403,25,8,2020
2856637817,"Canis latrans Say, 1823",40.261647,-121.338822,30,4,2016
2856632981,"Canis latrans Say, 1823",37.730043,-122.497941,23,8,2020
2856630221,"Canis latrans Say, 1823",34.012866,-117.122399,24,8,2020
2856628685,"Canis latrans Say, 1823",34.627649,-118.027697,5,11,2019
2856626141,"Canis latrans Say, 1823",37.803417,-122.406167,2,8,2020
2856625844,"Canis latrans Say, 1823",37.830734,-122.532324,22,8,2020
2856625391,"Canis latrans Say, 1823",35.88333,-106.303672,13,6,2020
2856624725,"Canis latrans Say, 1823",34.129006,-118.708328,21,8,2020
2856620686,"Canis latrans Say, 1823",34.456997,-119.700553,21,8,2020
2856620637,"Canis latrans Say, 1823",35.576687,-78.844567,18,5,2020
2856616156,"Canis latrans Say, 1823",34.706531,-120.145651,24,8,2020
2856608126,"Canis latrans Say, 1823",34.135917,-118.176012,11,8,2020
2856599412,"Canis latrans Say, 1823",36.36339,-79.153331,25,8,2020
2856593482,"Canis latrans Say, 1823",30.497549,-97.559297,18,8,2020
2856573229,"Canis latrans Say, 1823",30.574334,-97.907333,30,10,2019
2856567352,"Canis latrans Say, 1823",45.241288,-93.709792,3,7,2019
2856566051,"Canis latrans Say, 1823",38.065796,-122.928831,30,12,2019
2856564694,"Canis latrans Say, 1823",34.111378,-118.272658,13,5,2020
2856558366,"Canis latrans Say, 1823",33.210287,-106.057055,5,1,2020
2856554300,"Canis latrans Say, 1823",37.587745,-118.706475,25,8,2020
2856553735,"Canis latrans Say, 1823",42.860278,-75.953208,21,8,2020
2856553672,"Canis latrans Say, 1823",42.471145,-70.914978,21,8,2020
2856548386,"Canis latrans Say, 1823",44.977456,-68.512282,7,5,2020
2856547178,"Canis latrans Say, 1823",35.653469,-121.216879,12,8,2020
2856546895,"Canis latrans Say, 1823",37.8942,-122.636697,22,8,2020
2856540902,"Canis latrans Say, 1823",39.775835,-105.202872,1,6,2015
2856535167,"Canis latrans Say, 1823",31.737926,-110.884011,16,3,2018
2856535014,"Canis latrans Say, 1823",37.832224,-122.526238,23,8,2020
2856529169,"Canis latrans Say, 1823",35.055772,-119.603471,11,7,2020
2856525757,"Canis latrans Say, 1823",37.966878,-122.542022,19,8,2020
2856511075,"Canis latrans Say, 1823",45.501587,-122.980362,24,8,2020
2856509271,"Canis latrans Say, 1823",26.669129,-80.491361,7,8,2020
2856508692,"Canis latrans Say, 1823",34.91523,-109.7389,21,8,2020
2856507351,"Canis latrans Say, 1823",31.650122,-95.771523,31,10,2019
2856505637,"Canis latrans Say, 1823",29.536809,-98.747821,20,8,2020
2856504335,"Canis latrans Say, 1823",42.179895,-70.801332,6,7,2019
2856504040,"Canis latrans Say, 1823",41.979492,-87.743647,22,8,2020
2856502963,"Canis latrans Say, 1823",37.832218,-122.526251,23,8,2020
2856497265,"Canis latrans Say, 1823",34.13233,-118.178263,25,8,2020
2856496749,"Canis latrans Say, 1823",34.125455,-118.634813,22,8,2020
2856493025,"Canis latrans Say, 1823",30.516929,-97.663008,21,8,2020
2856491179,"Canis latrans Say, 1823",34.177374,-118.075329,10,10,2018
2856488141,"Canis latrans Say, 1823",41.044122,-122.871298,8,7,2020
2856487194,"Canis latrans Say, 1823",35.268138,-106.682942,24,8,2020
2856485806,"Canis latrans Say, 1823",35.095904,-106.62301,22,8,2020
2856481355,"Canis latrans Say, 1823",34.305377,-98.917405,4,4,2020
2856475570,"Canis latrans Say, 1823",40.616933,-106.099755,11,8,2020
2856474859,"Canis latrans Say, 1823",39.86252,-105.107208,9,4,2018
2856474679,"Canis latrans Say, 1823",34.117926,-118.753165,20,8,2020
2851305559,"Canis latrans Say, 1823",44.891842,-110.232601,15,7,2004
2851295443,"Canis latrans Say, 1823",45.180409,-93.356167,18,8,2020
2851291859,"Canis latrans Say, 1823",44.427968,-110.588454,5,6,2019
2851276515,"Canis latrans Say, 1823",39.548921,-105.099699,12,8,2020
2851276499,"Canis latrans Say, 1823",43.204003,-113.601303,17,6,2015
2851274607,"Canis latrans Say, 1823",35.606024,-83.831829,11,8,2020
2851269956,"Canis latrans Say, 1823",34.125307,-118.29667,15,8,2020
2851266831,"Canis latrans Say, 1823",31.540717,-87.791108,21,6,2020
2851266553,"Canis latrans Say, 1823",26.732501,-81.908882,8,8,2006
2851260583,"Canis latrans Say, 1823",37.697191,-98.836498,12,8,2020
2851259523,"Canis latrans Say, 1823",42.389776,-76.373921,17,8,2020
2851255156,"Canis latrans Say, 1823",32.746447,-116.936203,17,8,2020
2851245882,"Canis latrans Say, 1823",39.755463,-105.101808,17,2,2012
2851245705,"Canis latrans Say, 1823",34.016642,-116.998318,7,8,2020
2851242503,"Canis latrans Say, 1823",30.606546,-96.28947,19,8,2020
2851240341,"Canis latrans Say, 1823",42.474053,-70.899078,18,8,2020
2851230675,"Canis latrans Say, 1823",33.361355,-116.407115,11,8,2020
2851224499,"Canis latrans Say, 1823",40.95665,-111.936365,6,8,2020
2851222567,"Canis latrans Say, 1823",44.869461,-110.183849,4,6,2008
2851222034,"Canis latrans Say, 1823",32.794063,-97.071535,9,8,2020
2851214617,"Canis latrans Say, 1823",37.792478,-122.451217,19,8,2020
2851206572,"Canis latrans Say, 1823",43.080278,-89.47939,26,7,2020
2851206380,"Canis latrans Say, 1823",43.45757,-116.135335,5,8,2020
2851199903,"Canis latrans Say, 1823",33.265811,-116.362836,8,8,2020
2851197010,"Canis latrans Say, 1823",44.602312,-119.628695,7,8,2020
2851192481,"Canis latrans Say, 1823",35.008247,-106.680763,19,8,2020
2851190034,"Canis latrans Say, 1823",39.314768,-75.172128,7,1,2018
2851181932,"Canis latrans Say, 1823",34.125181,-118.296669,15,8,2020
2851180365,"Canis latrans Say, 1823",33.236308,-111.771711,25,7,2020
2851169915,"Canis latrans Say, 1823",39.640147,-105.461986,18,6,2020
2851164608,"Canis latrans Say, 1823",37.440987,-105.803248,6,5,2014
2851164563,"Canis latrans Say, 1823",43.068518,-89.488689,27,7,2020
2851164448,"Canis latrans Say, 1823",32.807336,-117.10019,5,8,2020
2851156942,"Canis latrans Say, 1823",34.149658,-117.84375,8,8,2020
2851155328,"Canis latrans Say, 1823",29.515129,-81.725893,18,8,2020
2851153398,"Canis latrans Say, 1823",37.894926,-122.636973,31,7,2020
2851144899,"Canis latrans Say, 1823",32.263644,-112.740797,18,7,2017
2851144107,"Canis latrans Say, 1823",40.076273,-105.222406,9,8,2020
2851137688,"Canis latrans Say, 1823",27.310953,-97.71784,13,8,2020
2851135631,"Canis latrans Say, 1823",33.19,-116.32,12,8,2020
2851128575,"Canis latrans Say, 1823",43.058753,-89.489533,18,7,2020
2851126138,"Canis latrans Say, 1823",34.448267,-119.666625,16,8,2020
2851125609,"Canis latrans Say, 1823",26.218028,-97.378878,14,3,2019
2851120116,"Canis latrans Say, 1823",34.234692,-118.236855,16,8,2020
2851119421,"Canis latrans Say, 1823",37.912806,-122.550277,11,8,2020
2851114508,"Canis latrans Say, 1823",40.429071,-121.023189,11,8,2020
2851110632,"Canis latrans Say, 1823",32.96672,-117.213828,6,8,2020
2851110270,"Canis latrans Say, 1823",41.314502,-73.235235,17,8,2020
2851108577,"Canis latrans Say, 1823",33.6898,-112.161361,12,8,2020
2851106694,"Canis latrans Say, 1823",42.053906,-70.646103,10,7,2020
2851106592,"Canis latrans Say, 1823",45.516525,-122.701012,6,8,2020
2851106056,"Canis latrans Say, 1823",33.184331,-116.315942,9,8,2020
2851105978,"Canis latrans Say, 1823",34.199178,-118.121855,9,8,2020
2851101454,"Canis latrans Say, 1823",25.639192,-80.292817,23,7,2020
2851099802,"Canis latrans Say, 1823",32.850944,-96.752862,13,8,2020
2851097451,"Canis latrans Say, 1823",33.184097,-116.325852,5,8,2020
2851095503,"Canis latrans Say, 1823",37.804842,-122.450431,12,8,2020
2851094222,"Canis latrans Say, 1823",33.555111,-117.74208,14,8,2020
2851093694,"Canis latrans Say, 1823",42.031472,-70.082467,13,8,2020
2851086307,"Canis latrans Say, 1823",37.743212,-122.442628,17,8,2020
2851085629,"Canis latrans Say, 1823",33.779564,-117.83019,6,8,2020
2851082073,"Canis latrans Say, 1823",38.192037,-122.961534,7,8,2020
2851081186,"Canis latrans Say, 1823",34.262823,-118.286332,1,8,2020
2851079907,"Canis latrans Say, 1823",37.767592,-122.499486,6,9,2016
2851066319,"Canis latrans Say, 1823",32.684484,-117.000283,11,8,2020
2851065260,"Canis latrans Say, 1823",40.554093,-81.909826,9,2,2013
2851063989,"Canis latrans Say, 1823",44.888078,-110.141411,30,7,2014
2851061581,"Canis latrans Say, 1823",45.161805,-93.584828,5,8,2020
2851060483,"Canis latrans Say, 1823",39.187027,-122.046314,24,1,2016
2851059913,"Canis latrans Say, 1823",42.542012,-71.316922,7,2,2017
2851059359,"Canis latrans Say, 1823",37.324535,-122.207668,3,9,2018
2851055955,"Canis latrans Say, 1823",39.334946,-121.822253,4,6,2018
2851053079,"Canis latrans Say, 1823",36.983095,-122.05165,9,8,2020
2851052222,"Canis latrans Say, 1823",48.480632,-104.436661,9,9,2012
2851048457,"Canis latrans Say, 1823",33.535355,-117.743933,4,8,2020
2851046525,"Canis latrans Say, 1823",44.567401,-110.827043,1,8,2020
2851046471,"Canis latrans Say, 1823",47.20633,-88.584642,6,8,2020
2851045673,"Canis latrans Say, 1823",37.7331,-119.190797,3,8,2020
2851042532,"Canis latrans Say, 1823",45.157647,-93.413148,22,5,2020
2851035353,"Canis latrans Say, 1823",37.805072,-122.451156,11,8,2020
2851034247,"Canis latrans Say, 1823",37.801127,-122.448166,15,8,2020
2851026354,"Canis latrans Say, 1823",44.490485,-117.748507,3,8,2020
2851024904,"Canis latrans Say, 1823",40.404575,-105.618788,30,7,2020
2851023449,"Canis latrans Say, 1823",35.956513,-88.998941,28,6,2017
2851018727,"Canis latrans Say, 1823",30.568167,-97.690036,7,7,2020
2851001896,"Canis latrans Say, 1823",42.642438,-73.855896,11,5,2020
2851000333,"Canis latrans Say, 1823",26.428033,-97.784792,24,4,2018
2850999436,"Canis latrans Say, 1823",42.292233,-71.630486,16,10,2019
2850986828,"Canis latrans Say, 1823",41.930288,-72.081093,25,7,2020
2850979789,"Canis latrans Say, 1823",35.60643,-83.81263,21,7,2020
2850970132,"Canis latrans Say, 1823",37.793507,-122.45358,2,8,2020
2850969010,"Canis latrans Say, 1823",37.766499,-122.441861,28,7,2020
2850966676,"Canis latrans Say, 1823",47.37367,-122.570342,22,5,2020
2850966089,"Canis latrans Say, 1823",38.183834,-77.523305,27,6,2020
2850965190,"Canis latrans Say, 1823",44.926597,-109.68979,10,8,2017
2850964244,"Canis latrans Say, 1823",38.618631,-121.308814,4,8,2020
2850960189,"Canis latrans Say, 1823",32.88801,-116.954813,1,8,2020
2850958909,"Canis latrans Say, 1823",38.840871,-105.042259,13,9,2009
2850957898,"Canis latrans Say, 1823",42.738659,-70.916677,2,8,2020
2850954978,"Canis latrans Say, 1823",37.636248,-122.475853,1,8,2020
2850954134,"Canis latrans Say, 1823",34.23652,-118.765495,19,7,2020
2850953469,"Canis latrans Say, 1823",38.913454,-77.317007,8,12,2019
2850952448,"Canis latrans Say, 1823",38.852375,-90.447372,16,11,2019
2850952128,"Canis latrans Say, 1823",38.941045,-119.992207,3,8,2020
2850948710,"Canis latrans Say, 1823",31.100318,-96.980559,5,7,2020
2850943665,"Canis latrans Say, 1823",37.306787,-81.314172,1,7,2020
2850941136,"Canis latrans Say, 1823",46.922955,-92.864845,3,8,2020
2850933154,"Canis latrans Say, 1823",41.818924,-87.826351,3,8,2020
2850925396,"Canis latrans Say, 1823",41.139255,-85.065444,19,8,2020
2850919567,"Canis latrans Say, 1823",36.954511,-121.870277,20,8,2020
2850917432,"Canis latrans Say, 1823",33.239001,-116.355026,19,8,2020
2850915528,"Canis latrans Say, 1823",43.103112,-88.078537,19,8,2020
2850913279,"Canis latrans Say, 1823",32.794329,-117.035708,17,8,2020
2850910512,"Canis latrans Say, 1823",45.805448,-98.254108,11,8,2020
2850905764,"Canis latrans Say, 1823",41.867029,-71.609599,14,8,2020
2850902029,"Canis latrans Say, 1823",47.072769,-122.712729,26,10,2018
2850894351,"Canis latrans Say, 1823",34.100252,-118.661759,10,8,2020
2850871776,"Canis latrans Say, 1823",37.729212,-122.496765,7,8,2020
2850866545,"Canis latrans Say, 1823",40.46657,-121.015717,10,8,2020
2850863638,"Canis latrans Say, 1823",41.822139,-71.453397,6,8,2020
2850860672,"Canis latrans Say, 1823",35.311742,-119.234618,6,8,2020
