organization_id, org_name, site_id, site_name, latitude, longitude, elevation, measured_on, aerosols:userid,aerosols:measured at,aerosols:solar measured at,aerosols:solar noon at,aerosols:observed sky color,aerosols:observed sky clarity,aerosols:associated remote sensor,aerosols:remote sensor overflight time,aerosols:remote sensor maximum elevation angle (deg),aerosols:aerosol photometer type,aerosols:aerosol photometer serial number,aerosols:aerosol optical thickness at 505nm,aerosols:transmission percent at 505nm,aerosols:wavelength data,aerosols:comments
16577470,Northbrook High School,36398,West Parking Lot 1,29.8174,-95.533,27.2,22-04-2016,10321750,2016-04-22T14:41:00,2016-04-22T08:20:00,2016-04-22T18:20:00,,,,,,calitoo,,0.086141291,91.74645927,"[(sensor_wavelength_nm: 465, aerosol_optical_thickness: 0.0962, transmission_percent: 90.8); (sensor_wavelength_nm: 540, aerosol_optical_thickness: 0.0769, transmission_percent: 92.6); (sensor_wavelength_nm: 619, aerosol_optical_thickness: 0.0656, transmission_percent: 93.7)]",CALITOO S/N 0124
16577470,Northbrook High School,36398,West Parking Lot 1,29.8174,-95.533,27.2,22-04-2016,10321750,2016-04-22T15:36:00,2016-04-22T09:15:00,2016-04-22T18:20:00,,,,,,calitoo,,0.088200686,91.55771145,"[(sensor_wavelength_nm: 465, aerosol_optical_thickness: 0.0989, transmission_percent: 90.6); (sensor_wavelength_nm: 540, aerosol_optical_thickness: 0.0769, transmission_percent: 92.6); (sensor_wavelength_nm: 619, aerosol_optical_thickness: 0.0665, transmission_percent: 93.6)]",CALITOO S/N 1024
16577470,Northbrook High School,36398,West Parking Lot 1,29.8174,-95.533,27.2,22-04-2016,10321750,2016-04-22T16:32:00,2016-04-22T10:11:00,2016-04-22T18:20:00,,,,,,calitoo,,0.109079072,89.66595139,"[(sensor_wavelength_nm: 465, aerosol_optical_thickness: 0.1227, transmission_percent: 88.5); (sensor_wavelength_nm: 540, aerosol_optical_thickness: 0.0957, transmission_percent: 90.9); (sensor_wavelength_nm: 619, aerosol_optical_thickness: 0.0816, transmission_percent: 92.2)]",CALITOO S/N 0124
16577470,Northbrook High School,36398,West Parking Lot 1,29.8174,-95.533,27.2,22-04-2016,10321750,2016-04-22T18:01:00,2016-04-22T11:40:00,2016-04-22T18:20:00,,,,,,calitoo,,0.076529277,92.63257935,"[(sensor_wavelength_nm: 465, aerosol_optical_thickness: 0.0863, transmission_percent: 91.7); (sensor_wavelength_nm: 540, aerosol_optical_thickness: 0.0648, transmission_percent: 93.7); (sensor_wavelength_nm: 619, aerosol_optical_thickness: 0.0569, transmission_percent: 94.5)]",CALITOO S/N 0124
16577470,Northbrook High School,36398,West Parking Lot 1,29.8174,-95.533,27.2,04-05-2016,10321750,2016-05-04T17:57:00,2016-05-04T11:38:00,2016-05-04T18:18:00,,,,,,calitoo,,0.090205512,91.3743381,"[(sensor_wavelength_nm: 465, aerosol_optical_thickness: 0.0998, transmission_percent: 90.5); (sensor_wavelength_nm: 540, aerosol_optical_thickness: 0.0780, transmission_percent: 92.5); (sensor_wavelength_nm: 619, aerosol_optical_thickness: 0.0703, transmission_percent: 93.2)]",CALITOO S/N 0124
16577470,Northbrook High School,36398,West Parking Lot 1,29.8174,-95.533,27.2,04-05-2016,10321750,2016-05-04T18:54:00,2016-05-04T12:35:00,2016-05-04T18:18:00,,,,,,calitoo,,0.0823002,92.09954343,"[(sensor_wavelength_nm: 465, aerosol_optical_thickness: 0.0916, transmission_percent: 91.2); (sensor_wavelength_nm: 540, aerosol_optical_thickness: 0.0739, transmission_percent: 92.9); (sensor_wavelength_nm: 619, aerosol_optical_thickness: 0.0632, transmission_percent: 93.9)]",CALITOO S/N 0124
16577470,Northbrook High School,36398,West Parking Lot 1,29.8174,-95.533,27.2,06-05-2016,10321750,2016-05-06T17:50:00,2016-05-06T11:32:00,2016-05-06T18:18:00,,,,,,calitoo,,0.157453548,85.4316497,"[(sensor_wavelength_nm: 465, aerosol_optical_thickness: 0.1825, transmission_percent: 83.3); (sensor_wavelength_nm: 540, aerosol_optical_thickness: 0.1420, transmission_percent: 86.8); (sensor_wavelength_nm: 619, aerosol_optical_thickness: 0.1094, transmission_percent: 89.6)]",CALITOO S/N 0124 One day after Spring Branch warehouse fire
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,28-09-2007,-1,2007-09-28T16:54:00,2007-09-28T10:33:00,2007-09-28T18:22:00,,,,,,voltage derived,RG8-381,0.2111,80.96930935,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.2111, transmission_percent: 81.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1622, transmission_percent: 85.0)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,03-10-2007,-1,2007-10-03T20:04:00,2007-10-03T13:45:00,2007-10-03T18:20:00,,,,,,voltage derived,RG8-381,0.1176,88.90516021,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1176, transmission_percent: 88.9); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1133, transmission_percent: 89.3)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,03-10-2007,-1,2007-10-03T21:30:00,2007-10-03T15:11:00,2007-10-03T18:20:00,blue,unusually clear,,,,voltage derived,RG8-382,0.1473,86.30350281,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1473, transmission_percent: 86.3); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0878, transmission_percent: 91.6)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,04-10-2007,-1,2007-10-04T18:09:00,2007-10-04T11:50:00,2007-10-04T18:20:00,,,,,,voltage derived,RG8-381,0.1315,87.67792751,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1315, transmission_percent: 87.7); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1162, transmission_percent: 89.0)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,07-10-2007,-1,2007-10-07T21:03:00,2007-10-07T14:45:00,2007-10-07T18:19:00,blue,unusually clear,,,,voltage derived,RG8-382,0.1353,87.34538362,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1353, transmission_percent: 87.3); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0858, transmission_percent: 91.8)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,12-10-2007,-1,2007-10-12T16:00:00,2007-10-12T09:44:00,2007-10-12T18:18:00,,,,,,voltage derived,RG8-381,0.1488,86.1741446,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1488, transmission_percent: 86.2); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1301, transmission_percent: 87.8)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,23-10-2007,-1,2007-10-23T20:21:45,2007-10-23T14:07:00,2007-10-23T18:16:00,blue,clear,,,,voltage derived,RG8-381,0.0393,96.14622272,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0393, transmission_percent: 96.1); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0624, transmission_percent: 93.9)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,26-10-2007,-1,2007-10-26T20:00:38,2007-10-26T13:47:00,2007-10-26T18:15:00,blue,clear,,,,voltage derived,RG8-381,0.0592,94.25182467,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0592, transmission_percent: 94.3); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0757, transmission_percent: 92.7)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,29-10-2007,-1,2007-10-29T21:40:27,2007-10-29T15:27:00,2007-10-29T18:15:00,light blue,somewhat hazy,,,,voltage derived,RG8-381,0.1662,84.68768419,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1662, transmission_percent: 84.7); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1453, transmission_percent: 86.5)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,30-10-2007,-1,2007-10-30T18:20:00,2007-10-30T12:06:00,2007-10-30T18:15:00,blue,clear,,,,voltage derived,RG8-381,0.1214,88.56796169,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1214, transmission_percent: 88.6); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1124, transmission_percent: 89.4)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,30-10-2007,-1,2007-10-30T21:25:00,2007-10-30T15:11:00,2007-10-30T18:15:00,blue,clear,,,,voltage derived,RG8-382,0.1602,85.19733773,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1602, transmission_percent: 85.2); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1053, transmission_percent: 90.0)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,15-11-2007,-1,2007-11-15T18:00:00,2007-11-15T11:45:00,2007-11-15T18:16:00,blue,clear,,,,voltage derived,RG8-382,0.0739,92.87645657,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0739, transmission_percent: 92.9); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0522, transmission_percent: 94.9)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,15-11-2007,-1,2007-11-15T18:05:33,2007-11-15T11:50:00,2007-11-15T18:16:00,light blue,clear,,,,voltage derived,RG8-381,0.0571,94.44996147,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0571, transmission_percent: 94.5); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0736, transmission_percent: 92.9)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,27-11-2007,-1,2007-11-27T21:29:00,2007-11-27T15:10:00,2007-11-27T18:19:00,blue,clear,,,,voltage derived,RG8-382,0.2008,81.80760304,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.2008, transmission_percent: 81.8); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1876, transmission_percent: 82.9)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,09-10-2012,3085815,2012-10-09T17:53:00,2012-10-09T11:36:00,2012-10-09T18:18:00,,,,,,voltage derived,RG8-381,0.2085,81.18010347,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.2085, transmission_percent: 81.2); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.2088, transmission_percent: 81.2)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,10-10-2012,3085815,2012-10-10T16:15:00,2012-10-10T09:58:00,2012-10-10T18:18:00,,,,,,voltage derived,RG8-381,0.2199,80.25990539,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.2199, transmission_percent: 80.3); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1844, transmission_percent: 83.2)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,13-10-2012,3085815,2012-10-13T19:30:00,2012-10-13T13:14:00,2012-10-13T18:17:00,deep blue,unusually clear,,,,voltage derived,R7A-464,0.0901,91.38397967,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0901, transmission_percent: 91.4); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0704, transmission_percent: 93.2)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,14-10-2012,3085815,2012-10-14T19:28:00,2012-10-14T13:12:00,2012-10-14T18:17:00,blue,unusually clear,,,,voltage derived,R7A-464,0.082,92.12719587,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0820, transmission_percent: 92.1); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0208, transmission_percent: 97.9)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,26-10-2012,3085815,2012-10-26T20:58:00,2012-10-26T14:44:00,2012-10-26T18:15:00,,,,,,voltage derived,RG8-381,0.1688,84.46778221,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1688, transmission_percent: 84.5); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1749, transmission_percent: 84.0)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,28-10-2012,3085815,2012-10-28T15:03:00,2012-10-28T08:49:00,2012-10-28T18:15:00,,,,,,voltage derived,RG8-381,0.005,99.50124792,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0050, transmission_percent: 99.5); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0549, transmission_percent: 94.7)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,03-11-2012,3085815,2012-11-03T15:20:00,2012-11-03T09:06:00,2012-11-03T18:15:00,,,,,,voltage derived,RG8-381,0.0545,94.69585089,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0545, transmission_percent: 94.7); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0842, transmission_percent: 91.9)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,04-11-2012,3085815,2012-11-04T17:35:00,2012-11-04T11:21:00,2012-11-04T18:15:00,,,,,,voltage derived,RG8-381,0.0948,90.95548272,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0948, transmission_percent: 91.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1132, transmission_percent: 89.3)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,07-11-2012,3085815,2012-11-07T17:08:00,2012-11-07T10:54:00,2012-11-07T18:15:00,,,,,,voltage derived,RG8-381,0.0422,95.86780258,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0422, transmission_percent: 95.9); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0868, transmission_percent: 91.7)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,08-11-2012,3085815,2012-11-08T17:00:00,2012-11-08T10:46:00,2012-11-08T18:15:00,,,,,,voltage derived,RG8-381,0.0831,92.02591167,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0831, transmission_percent: 92.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1137, transmission_percent: 89.3)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,14-11-2012,3085815,2012-11-14T19:10:00,2012-11-14T12:55:00,2012-11-14T18:16:00,,,,,,voltage derived,R7A-464,0.1568,85.48750167,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1568, transmission_percent: 85.5); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1972, transmission_percent: 82.1)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,15-11-2012,3085815,2012-11-15T20:20:00,2012-11-15T14:04:00,2012-11-15T18:16:00,,,,,,voltage derived,R7A-464,0.1162,89.02971461,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1162, transmission_percent: 89.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0939, transmission_percent: 91.0)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,16-11-2012,3085815,2012-11-16T20:15:00,2012-11-16T13:59:00,2012-11-16T18:16:00,,,,,,voltage derived,R7A-464,0.0373,96.33870759,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0373, transmission_percent: 96.3); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0153, transmission_percent: 98.5)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,16-11-2012,3085815,2012-11-16T20:30:00,2012-11-16T14:14:00,2012-11-16T18:16:00,,,,,,voltage derived,RG8-381,0.0861,91.75024764,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0861, transmission_percent: 91.7); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1134, transmission_percent: 89.3)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,17-11-2012,3085815,2012-11-17T18:27:00,2012-11-17T12:11:00,2012-11-17T18:16:00,,,,,,voltage derived,RG8-381,0.0642,93.78174173,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0642, transmission_percent: 93.8); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1019, transmission_percent: 90.3)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,17-11-2012,3085815,2012-11-17T19:30:00,2012-11-17T13:14:00,2012-11-17T18:16:00,,,,,,voltage derived,R7A-464,0.087,91.66770956,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0870, transmission_percent: 91.7); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1288, transmission_percent: 87.9)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,18-11-2012,3085815,2012-11-18T19:30:00,2012-11-18T13:14:00,2012-11-18T18:17:00,,,,,,voltage derived,RG8-381,0.1109,89.50282473,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1109, transmission_percent: 89.5); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1320, transmission_percent: 87.6)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,18-11-2012,3085815,2012-11-18T20:01:00,2012-11-18T13:45:00,2012-11-18T18:17:00,,,,,,voltage derived,R7A-464,0.1194,88.74527487,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1194, transmission_percent: 88.7); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1170, transmission_percent: 89.0)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,19-11-2012,3085815,2012-11-19T21:30:00,2012-11-19T15:13:00,2012-11-19T18:17:00,,,,,,voltage derived,R7A-464,0.1211,88.59453606,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1211, transmission_percent: 88.6); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1764, transmission_percent: 83.9)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,20-11-2012,3085815,2012-11-20T20:42:00,2012-11-20T14:25:00,2012-11-20T18:17:00,light blue,clear,,,,voltage derived,R7A-464,0.1628,84.97611236,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1628, transmission_percent: 85.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1197, transmission_percent: 88.7)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,22-11-2012,3085815,2012-11-22T21:30:00,2012-11-22T15:13:00,2012-11-22T18:18:00,,,,,,voltage derived,R7A-464,0.0888,91.5028561,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0888, transmission_percent: 91.5); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1561, transmission_percent: 85.6)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,24-11-2012,3085815,2012-11-24T19:10:00,2012-11-24T12:52:00,2012-11-24T18:18:00,,,,,,voltage derived,R7A-464,0.0957,90.87365962,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0957, transmission_percent: 90.9); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1927, transmission_percent: 82.5)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,26-11-2012,3085815,2012-11-26T19:00:00,2012-11-26T12:41:00,2012-11-26T18:19:00,,,,,,voltage derived,RG8-381,0.2044,81.51362515,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.2044, transmission_percent: 81.5); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.2199, transmission_percent: 80.3)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,26-11-2012,3085815,2012-11-26T20:30:00,2012-11-26T14:11:00,2012-11-26T18:19:00,,,,,,voltage derived,R7A-464,0.1683,84.51002666,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1683, transmission_percent: 84.5); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.2498, transmission_percent: 77.9)]",
204258,Texas State University,30041,SWTWET:ATM-04,29.8883,-97.9458,250,29-11-2012,3085815,2012-11-29T21:19:00,2012-11-29T14:59:00,2012-11-29T18:20:00,,,,,,voltage derived,R7A-464,0.1484,86.20862115,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1484, transmission_percent: 86.2); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1970, transmission_percent: 82.2)]",
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,23-11-2002,-1,2002-11-23T17:57:00,2002-11-23T11:40:00,2002-11-23T18:18:00,blue,clear,,,,voltage derived,RG8-381,0.0472,95.38965992,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0472, transmission_percent: 95.4); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0695, transmission_percent: 93.4)]",
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,23-11-2002,-1,2002-11-23T22:10:00,2002-11-23T15:53:00,2002-11-23T18:18:00,blue,somewhat hazy,,,,voltage derived,RG8-381,0.045,95.59974818,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0450, transmission_percent: 95.6); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0584, transmission_percent: 94.3)]",
204258,Texas State University,30039,SWT weather station:ATM-01,29.8884,-97.9458,254,06-12-2002,-1,2002-12-06T19:20:00,2002-12-06T12:57:00,2002-12-06T18:22:00,blue,clear,,,,voltage derived,RG8-382,0.0739,92.87645657,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0739, transmission_percent: 93.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0953, transmission_percent: 90.9)]",
