organization_id, org_name, site_id, site_name, latitude, longitude, elevation, measured_on, aerosols:userid,aerosols:measured at,aerosols:solar measured at,aerosols:solar noon at,aerosols:observed sky color,aerosols:observed sky clarity,aerosols:associated remote sensor,aerosols:remote sensor overflight time,aerosols:remote sensor maximum elevation angle (deg),aerosols:aerosol photometer type,aerosols:aerosol photometer serial number,aerosols:aerosol optical thickness at 505nm,aerosols:transmission percent at 505nm,aerosols:wavelength data,aerosols:comments,
244969,Central Florida Preparatory School,20839,CFP Field:ATM-01,28.526,-81.531,76.2,21-02-2006,-1,2006-02-21T14:45:10,2006-02-21T09:03:00,2006-02-21T17:39:00,blue,clear,,,,voltage derived,RG7-498,0.3741,68.79081176,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.3741, transmission_percent: 70.8); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.3413, transmission_percent: 73.2)]",,
244969,Central Florida Preparatory School,20839,CFP Field:ATM-01,28.526,-81.531,76.2,28-02-2006,-1,2006-02-28T14:54:03,2006-02-28T09:13:00,2006-02-28T17:38:00,light blue,clear,,,,voltage derived,RG7-498,0.1149,89.1455285,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1149, transmission_percent: 89.2); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1270, transmission_percent: 88.1)]",,
244969,Central Florida Preparatory School,20839,CFP Field:ATM-01,28.526,-81.531,76.2,01-03-2006,-1,2006-03-01T14:26:45,2006-03-01T08:46:00,2006-03-01T17:38:00,light blue,unusually clear,,,,voltage derived,RG7-498,0.112,89.40442575,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1120, transmission_percent: 89.4); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.2135, transmission_percent: 82.4)]",,
244969,Central Florida Preparatory School,20839,CFP Field:ATM-01,28.526,-81.531,76.2,02-03-2006,-1,2006-03-02T14:39:15,2006-03-02T08:58:00,2006-03-02T17:38:00,light blue,somewhat hazy,,,,voltage derived,RG7-498,0.3037,73.80822579,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.3037, transmission_percent: 74.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.3074, transmission_percent: 73.9)]",,
244969,Central Florida Preparatory School,20839,CFP Field:ATM-01,28.526,-81.531,76.2,03-03-2006,-1,2006-03-03T14:36:14,2006-03-03T08:56:00,2006-03-03T17:38:00,light blue,clear,,,,voltage derived,RG7-498,0.207,81.301965,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.2070, transmission_percent: 82.3); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.2771, transmission_percent: 76.8)]",,
244969,Central Florida Preparatory School,20839,CFP Field:ATM-01,28.526,-81.531,76.2,07-03-2006,-1,2006-03-07T14:41:00,2006-03-07T09:01:00,2006-03-07T17:37:00,light blue,,,,,voltage derived,RG7-498,0.1271,88.06456036,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1271, transmission_percent: 88.1); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1056, transmission_percent: 90.0)]",,
244969,Central Florida Preparatory School,20839,CFP Field:ATM-01,28.526,-81.531,76.2,08-03-2006,-1,2006-03-08T14:31:00,2006-03-08T08:52:00,2006-03-08T17:36:00,light blue,clear,,,,voltage derived,RG7-498,0.1236,88.37332635,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1236, transmission_percent: 88.4); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0940, transmission_percent: 91.0)]",,
244969,Central Florida Preparatory School,20839,CFP Field:ATM-01,28.526,-81.531,76.2,09-03-2006,-1,2006-03-09T14:30:00,2006-03-09T08:51:00,2006-03-09T17:36:00,light blue,somewhat hazy,,,,voltage derived,RG7-498,0.1116,89.44019467,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1116, transmission_percent: 89.4); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0991, transmission_percent: 90.6)]",,
244969,Central Florida Preparatory School,20839,CFP Field:ATM-01,28.526,-81.531,76.2,21-03-2006,-1,2006-03-21T14:50:00,2006-03-21T09:15:00,2006-03-21T17:33:00,light blue,somewhat hazy,,,,voltage derived,RG7-498,0.6143,54.10194764,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.6143, transmission_percent: 55.3); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.6031, transmission_percent: 56.1)]",,
244969,Central Florida Preparatory School,20839,CFP Field:ATM-01,28.526,-81.531,76.2,22-03-2006,-1,2006-03-22T14:30:00,2006-03-22T08:55:00,2006-03-22T17:33:00,light blue,clear,,,,voltage derived,RG7-498,0.148,86.24311149,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1480, transmission_percent: 86.2); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1252, transmission_percent: 88.2)]","Today it was very clear out, and it was very sunny. It was slightly windy. Today's weather is totally different from yesterday.",
244969,Central Florida Preparatory School,20839,CFP Field:ATM-01,28.526,-81.531,76.2,29-03-2006,-1,2006-03-29T12:20:05,2006-03-29T06:48:00,2006-03-29T17:30:00,blue,clear,,,,voltage derived,RG7-498,0.0605,94.1293769,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0605, transmission_percent: 94.3); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0885, transmission_percent: 91.7)]",,
244969,Central Florida Preparatory School,20839,CFP Field:ATM-01,28.526,-81.531,76.2,30-03-2006,-1,2006-03-30T14:20:03,2006-03-30T08:48:00,2006-03-30T17:30:00,blue,somewhat hazy,,,,voltage derived,RG7-498,0.4415,64.30710906,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.4415, transmission_percent: 66.8); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.2030, transmission_percent: 81.7)]",,
244969,Central Florida Preparatory School,20839,CFP Field:ATM-01,28.526,-81.531,76.2,31-03-2006,-1,2006-03-31T14:20:06,2006-03-31T08:48:00,2006-03-31T17:30:00,blue,somewhat hazy,,,,voltage derived,RG7-498,0.226,79.77181017,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.2260, transmission_percent: 79.8); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1894, transmission_percent: 82.8)]",,
244969,Central Florida Preparatory School,20839,CFP Field:ATM-01,28.526,-81.531,76.2,10-04-2006,-1,2006-04-10T14:35:30,2006-04-10T09:07:00,2006-04-10T17:27:00,light blue,clear,,,,voltage derived,RG7-498,0.2008,81.80760304,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.2008, transmission_percent: 81.8); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1392, transmission_percent: 87.0)]","really sunny, no clouds",
244969,Central Florida Preparatory School,20839,CFP Field:ATM-01,28.526,-81.531,76.2,11-04-2006,-1,2006-04-11T14:40:55,2006-04-11T09:13:00,2006-04-11T17:27:00,light blue,clear,,,,voltage derived,RG7-498,0.2373,78.87546261,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.2373, transmission_percent: 78.9); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1943, transmission_percent: 82.3)]",,
244969,Central Florida Preparatory School,20839,CFP Field:ATM-01,28.526,-81.531,76.2,12-04-2006,-1,2006-04-12T14:30:04,2006-04-12T09:02:00,2006-04-12T17:26:00,pale blue,somewhat hazy,,,,voltage derived,RG7-498,0.4447,64.10165522,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.4447, transmission_percent: 65.5); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.4343, transmission_percent: 66.3)]",,
244969,Central Florida Preparatory School,20839,CFP Field:ATM-01,28.526,-81.531,76.2,13-04-2006,-1,2006-04-13T14:35:48,2006-04-13T09:08:00,2006-04-13T17:26:00,light blue,clear,,,,voltage derived,RG7-498,0.5287,58.93706537,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.5287, transmission_percent: 60.9); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.4041, transmission_percent: 68.2)]",,
244969,Central Florida Preparatory School,20839,CFP Field:ATM-01,28.526,-81.531,76.2,14-04-2006,-1,2006-04-14T14:36:05,2006-04-14T09:09:00,2006-04-14T17:26:00,light blue,clear,,,,voltage derived,RG7-498,0.292,74.6768536,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.2920, transmission_percent: 76.3); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1150, transmission_percent: 89.1)]",really sunny and partly clouds,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,01-10-2006,-1,2006-10-01T16:29:35,2006-10-01T10:08:00,2006-10-01T18:23:00,,,,,,voltage derived,R7A-465,,,"[(sensor_wavelength_nm: 606, aerosol_optical_thickness: 0.7484, transmission_percent: 47.3); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.6079, transmission_percent: 54.4)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,02-10-2006,-1,2006-10-02T16:16:30,2006-10-02T09:55:00,2006-10-02T18:22:00,,,,,,voltage derived,R7A-465,,,"[(sensor_wavelength_nm: 606, aerosol_optical_thickness: 0.3680, transmission_percent: 69.9); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1623, transmission_percent: 85.2)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,04-10-2006,-1,2006-10-04T17:38:45,2006-10-04T11:18:00,2006-10-04T18:22:00,,,,,,voltage derived,R7A-465,,,"[(sensor_wavelength_nm: 606, aerosol_optical_thickness: 0.4075, transmission_percent: 67.5); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.2113, transmission_percent: 81.2)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,11-10-2006,-1,2006-10-11T17:02:05,2006-10-11T10:44:00,2006-10-11T18:20:00,,,,,,voltage derived,R7A-465,,,"[(sensor_wavelength_nm: 606, aerosol_optical_thickness: 0.2600, transmission_percent: 77.1); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1511, transmission_percent: 86.0)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,15-10-2006,-1,2006-10-15T16:01:45,2006-10-15T09:44:00,2006-10-15T18:19:00,,,,,,voltage derived,R7A-465,,,"[(sensor_wavelength_nm: 606, aerosol_optical_thickness: 0.8096, transmission_percent: 45.4); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.6028, transmission_percent: 55.8)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,16-10-2006,-1,2006-10-16T16:17:00,2006-10-16T10:00:00,2006-10-16T18:19:00,,,,,,voltage derived,R7A-465,,,"[(sensor_wavelength_nm: 606, aerosol_optical_thickness: 0.4050, transmission_percent: 66.9); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.2361, transmission_percent: 79.1)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,20-10-2006,-1,2006-10-20T16:33:00,2006-10-20T10:17:00,2006-10-20T18:18:00,,,,,,voltage derived,R7A-465,,,"[(sensor_wavelength_nm: 606, aerosol_optical_thickness: 0.2209, transmission_percent: 80.2); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1173, transmission_percent: 88.9)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,23-10-2006,-1,2006-10-23T16:50:00,2006-10-23T10:34:00,2006-10-23T18:17:00,,,,,,voltage derived,R7A-465,,,"[(sensor_wavelength_nm: 606, aerosol_optical_thickness: 0.2232, transmission_percent: 80.1); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1396, transmission_percent: 87.1)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,28-10-2006,-1,2006-10-28T16:00:10,2006-10-28T09:45:00,2006-10-28T18:17:00,,,,,,voltage derived,R7A-465,,,"[(sensor_wavelength_nm: 606, aerosol_optical_thickness: 0.1148, transmission_percent: 89.2); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0467, transmission_percent: 95.4)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,29-10-2006,-1,2006-10-29T17:00:00,2006-10-29T10:45:00,2006-10-29T18:17:00,,,,,,voltage derived,R7A-465,,,"[(sensor_wavelength_nm: 606, aerosol_optical_thickness: 0.1416, transmission_percent: 86.8); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0721, transmission_percent: 93.0)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,29-10-2006,-1,2006-10-29T17:27:00,2006-10-29T11:12:00,2006-10-29T18:17:00,,,,,,voltage derived,R7A-465,,,"[(sensor_wavelength_nm: 606, aerosol_optical_thickness: 0.4495, transmission_percent: 63.8); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.3069, transmission_percent: 73.6)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,30-10-2006,-1,2006-10-30T17:05:00,2006-10-30T10:50:00,2006-10-30T18:17:00,,,,,,voltage derived,R7A-465,,,"[(sensor_wavelength_nm: 606, aerosol_optical_thickness: 0.3755, transmission_percent: 68.8); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.3033, transmission_percent: 73.9)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,03-11-2006,-1,2006-11-03T20:35:00,2006-11-03T14:20:00,2006-11-03T18:17:00,,,,,,voltage derived,R7A-465,,,"[(sensor_wavelength_nm: 606, aerosol_optical_thickness: 0.4311, transmission_percent: 65.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.2711, transmission_percent: 76.3)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,06-11-2006,-1,2006-11-06T18:32:00,2006-11-06T12:16:00,2006-11-06T18:17:00,,,,,,voltage derived,R7A-465,,,"[(sensor_wavelength_nm: 606, aerosol_optical_thickness: 0.3475, transmission_percent: 70.7); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.2028, transmission_percent: 81.7)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,08-11-2006,-1,2006-11-08T18:01:00,2006-11-08T11:45:00,2006-11-08T18:17:00,,,,,,voltage derived,R7A-465,,,"[(sensor_wavelength_nm: 606, aerosol_optical_thickness: 0.1930, transmission_percent: 82.5); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1016, transmission_percent: 90.3)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,09-11-2006,-1,2006-11-09T18:05:00,2006-11-09T11:49:00,2006-11-09T18:17:00,,,,,,voltage derived,R7A-465,,,"[(sensor_wavelength_nm: 606, aerosol_optical_thickness: 0.3219, transmission_percent: 72.5); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1936, transmission_percent: 82.4)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,10-11-2006,-1,2006-11-10T18:33:00,2006-11-10T12:17:00,2006-11-10T18:17:00,,,,,,voltage derived,R7A-465,,,"[(sensor_wavelength_nm: 606, aerosol_optical_thickness: 0.3598, transmission_percent: 69.8); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.2202, transmission_percent: 80.2)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,13-11-2006,-1,2006-11-13T16:45:00,2006-11-13T10:28:00,2006-11-13T18:17:00,,,,,,voltage derived,R7A-465,,,"[(sensor_wavelength_nm: 606, aerosol_optical_thickness: 0.3086, transmission_percent: 73.4); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1804, transmission_percent: 83.5)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,14-11-2006,-1,2006-11-14T19:05:00,2006-11-14T12:48:00,2006-11-14T18:17:00,,,,,,voltage derived,R7A-465,,,"[(sensor_wavelength_nm: 606, aerosol_optical_thickness: 0.2021, transmission_percent: 81.7); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1165, transmission_percent: 89.0)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,15-11-2006,-1,2006-11-15T18:01:00,2006-11-15T11:44:00,2006-11-15T18:18:00,,,,,,voltage derived,R7A-465,,,"[(sensor_wavelength_nm: 606, aerosol_optical_thickness: 0.1373, transmission_percent: 87.2); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0682, transmission_percent: 93.4)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,20-11-2006,-1,2006-11-20T18:02:00,2006-11-20T11:44:00,2006-11-20T18:19:00,,,,,,voltage derived,R7A-465,,,"[(sensor_wavelength_nm: 606, aerosol_optical_thickness: 0.1622, transmission_percent: 85.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0824, transmission_percent: 92.1)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,12-10-2011,-1,2011-10-12T16:41:02,2011-10-12T10:23:00,2011-10-12T18:20:00,,,,,,voltage derived,R7A-464,0.1223,88.48828638,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1223, transmission_percent: 88.5); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0558, transmission_percent: 94.6)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,17-10-2011,-1,2011-10-17T18:13:10,2011-10-17T11:56:00,2011-10-17T18:18:00,,,,,,voltage derived,R7A-464,0.0831,92.02591167,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0831, transmission_percent: 92.0); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0486, transmission_percent: 95.3)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,20-10-2011,-1,2011-10-20T17:18:07,2011-10-20T11:02:00,2011-10-20T18:18:00,,,,,,voltage derived,R7A-464,0.0576,94.40274829,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0576, transmission_percent: 94.4); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0585, transmission_percent: 94.3)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,10-11-2011,-1,2011-11-10T18:32:01,2011-11-10T12:16:00,2011-11-10T18:17:00,,,,,,voltage derived,R7A-464,0.0904,91.35656859,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0904, transmission_percent: 91.4); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0648, transmission_percent: 93.7)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,16-11-2011,-1,2011-11-16T19:08:00,2011-11-16T12:51:00,2011-11-16T18:18:00,,,,,,voltage derived,R7A-464,0.0461,95.49464628,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0461, transmission_percent: 95.5); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0455, transmission_percent: 95.6)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,20-09-2017,3085815,2017-09-20T14:00:00,2017-09-20T07:34:00,2017-09-20T18:26:00,,,,,,voltage derived,RG8-1005,0.3325,71.71286689,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.3325, transmission_percent: 71.8); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.3174, transmission_percent: 73.0)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,21-09-2017,3085815,2017-09-21T15:00:00,2017-09-21T08:34:00,2017-09-21T18:26:00,,,,,,voltage derived,RG8-1005,0.1359,87.29299211,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1359, transmission_percent: 87.3); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1245, transmission_percent: 88.3)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,01-10-2017,3085815,2017-10-01T14:30:00,2017-10-01T08:08:00,2017-10-01T18:23:00,,,,,,voltage derived,RG8-1005,0.0262,97.41402421,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0262, transmission_percent: 97.4); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0436, transmission_percent: 95.7)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,05-10-2017,3085815,2017-10-05T14:00:00,2017-10-05T07:40:00,2017-10-05T18:21:00,,,,,,voltage derived,RG8-1005,0.0369,96.37725078,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0369, transmission_percent: 96.4); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0612, transmission_percent: 94.1)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,07-10-2017,3085815,2017-10-07T16:00:00,2017-10-07T09:40:00,2017-10-07T18:21:00,,,,,,voltage derived,RG8-1005,0.0851,91.84204378,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.0851, transmission_percent: 91.8); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.0886, transmission_percent: 91.5)]",,
204258,Texas State University,30047,San Antonio:ATM-11,29.3097,-98.3779,244.7,08-10-2017,3085815,2017-10-08T16:00:00,2017-10-08T09:41:00,2017-10-08T18:20:00,,,,,,voltage derived,RG8-1005,0.1399,86.94451756,"[(sensor_wavelength_nm: 505, aerosol_optical_thickness: 0.1399, transmission_percent: 86.9); (sensor_wavelength_nm: 625, aerosol_optical_thickness: 0.1160, transmission_percent: 89.0)]",,
