gbifID,species,decimalLatitude,decimalLongitude,day,month,year,rain,temp,soil_temp,optical_thickness,transmission_percent
2862299083,Lithobates catesbeianus,30.045189,-95.221397,2,4,2017,135.2,20.6,18.3,0.302773902,73.87661111
2862294341,Lithobates catesbeianus,33.879235,-84.354653,27,7,2019,68.7,24.8,27.5,0.141505622,86.80502952
2860276411,Lithobates catesbeianus,41.396551,-72.343949,13,7,2020,33.4,23.6,27,0.122710005,88.45201318
2860272314,Lithobates catesbeianus,42.342496,-72.487448,31,7,2020,33.4,24.4,27,0.122710005,88.45201318
2860245496,Lithobates catesbeianus,35.558962,-105.730903,13,7,2020,19,31.1,30.7,0.09813067,90.65304401
2860204379,Lithobates catesbeianus,33.23272,-111.769188,25,7,2020,0,34.9,19,0.077270456,92.56394745
2860185999,Lithobates catesbeianus,34.181776,-118.302452,5,5,2020,0,21.3,12.6,0.082793706,92.05410301
2860171460,Lithobates catesbeianus,40.950155,-73.770236,17,7,2020,150.2,25.7,27,0.122710005,88.45201318
2860170331,Lithobates catesbeianus,39.835225,-75.138708,24,7,2019,68.7,27.6,23.5,0.20428504,81.52299648
2860165417,Lithobates catesbeianus,39.710426,-121.729911,14,6,2020,0,23.3,16.9,0.077960419,92.50010382
2860163059,Lithobates catesbeianus,28.24761,-96.902905,6,5,2019,186.3,22.7,22.5,0.43141627,64.95884503
2860161994,Lithobates catesbeianus,41.819534,-72.424248,4,7,2020,33.4,24.4,27,0.122710005,88.45201318
2860145468,Lithobates catesbeianus,41.988015,-87.724302,21,6,2020,99.4,23,24.1,0.466126891,62.74276641
2860127419,Lithobates catesbeianus,38.68158,-91.082589,5,6,2020,72.8,23.6,24.1,0.266350364,76.61706419
2860123895,Lithobates catesbeianus,41.615537,-83.162943,14,5,2019,78.6,16.2,17.4,0.100802374,90.41116914
2860099413,Lithobates catesbeianus,43.102372,-70.902292,13,6,2020,19.8,20.5,24.1,0.466126891,62.74276641
2860096973,Lithobates catesbeianus,38.614133,-90.258905,4,9,2017,29.3,21.7,23.4,0.1765,83.81987792
2860077244,Lithobates catesbeianus,44.184158,-74.775623,18,6,2019,77.2,17.6,20.9,0.107830728,89.77795522
2860012479,Lithobates catesbeianus,39.968882,-74.948886,28,10,2017,90.3,17.5,18.4,0.0705,93.19277395
2859974336,Lithobates catesbeianus,41.020548,-81.706399,23,8,2019,116.5,22.7,22.9,0.220052198,80.24769092
2859972684,Lithobates catesbeianus,40.357028,-76.405922,3,6,2020,75.2,22.2,24.1,0.466126891,62.74276641
2859943332,Lithobates catesbeianus,36.060704,-86.905526,17,7,2019,74.1,24.8,27.5,0.141505622,86.80502952
2859940955,Lithobates catesbeianus,33.775143,-106.875236,12,7,2020,19,31.1,30.7,0.09813067,90.65304401
2859927012,Lithobates catesbeianus,35.508867,-82.550392,7,6,2020,125.2,22.4,24.1,0.466126891,62.74276641
2859908199,Lithobates catesbeianus,20.113061,-155.593521,19,2,2008,47,9.7,6.9,0.0772,92.57046942
2859892397,Lithobates catesbeianus,32.840973,-117.037868,25,5,2020,4.6,21.9,12.6,0.082793706,92.05410301
2856863407,Lithobates catesbeianus,38.832145,-94.3993,3,7,2020,260.3,26.4,27,0.122710005,88.45201318
2856824351,Lithobates catesbeianus,31.922605,-81.061173,23,7,2020,36.5,28.7,27,0.122710005,88.45201318
2856760331,Lithobates catesbeianus,34.148505,-84.704634,8,7,2019,74.1,24.8,27.5,0.141505622,86.80502952
2856752376,Lithobates catesbeianus,39.118131,-77.747833,25,5,2019,119.8,20.1,17.4,0.101971945,90.30548866
2856732325,Lithobates catesbeianus,33.863963,-84.378113,30,5,2019,15.7,21.3,22.5,0.402658259,66.85405277
2856719377,Lithobates catesbeianus,37.314344,-77.448711,28,5,2020,56.2,17.9,17.8,0.208329792,81.19392212
2856698408,Lithobates catesbeianus,39.232678,-94.62983,25,9,2019,37.5,24.7,24.3,0.202547533,81.66476643
2856679327,Lithobates catesbeianus,44.902511,-68.660114,31,7,2014,102.2,22.2,21.6,-0.1568,101
2856661323,Lithobates catesbeianus,44.333449,-68.260425,26,7,2019,92.2,26.3,23.5,0.20428504,81.52299648
2856625380,Lithobates catesbeianus,38.038631,-78.478242,28,5,2020,56.2,16.7,17.8,0.208329792,81.19392212
2856624433,Lithobates catesbeianus,39.654133,-76.776328,7,7,2020,106,27.6,27,0.122710005,88.45201318
2856623092,Lithobates catesbeianus,42.470234,-71.15822,14,10,2018,93.8,13.2,16.3,0.032665031,96.78627089
2856617479,Lithobates catesbeianus,38.556983,-122.695226,23,7,2020,0,24.1,19,0.077270456,92.56394745
2856616426,Lithobates catesbeianus,38.75754,-77.098453,5,7,2020,87.3,27.5,27,0.122710005,88.45201318
2856606538,Lithobates catesbeianus,43.745655,-91.225605,22,7,2020,50,26,27,0.122710005,88.45201318
2856571369,Lithobates catesbeianus,28.86656,-95.587513,2,4,2020,18.4,21.6,15.1,0.094700984,90.96448924
2856556320,Lithobates catesbeianus,44.573858,-69.653992,7,7,2018,69.8,22.8,29,0.143133011,86.66387889
2856541005,Lithobates catesbeianus,36.129082,-96.878213,20,5,2020,107.4,21.6,19.4,0.072046733,93.04874105
2856535420,Lithobates catesbeianus,41.79339,-87.583209,14,7,2020,134,25.4,27,0.122710005,88.45201318
2856533931,Lithobates catesbeianus,39.341888,-94.060958,19,7,2020,260.3,26.4,27,0.122710005,88.45201318
2856532338,Lithobates catesbeianus,34.901274,-82.28469,2,8,2019,41.1,26.1,22.9,0.155429383,85.60475261
2856505384,Lithobates catesbeianus,37.333758,-80.181305,2,6,2020,78,22.3,24.1,0.466126891,62.74276641
2856502342,Lithobates catesbeianus,40.042637,-79.254841,3,9,2019,2.3,21.5,21.6,0.130519781,87.76391322
2856494114,Lithobates catesbeianus,31.61353,-111.041418,18,5,2020,0,21.9,19.4,0.082793706,92.05410301
2856476327,Lithobates catesbeianus,43.898155,-70.09425,20,7,2019,92.2,24.2,23.5,0.20428504,81.52299648
2854746304,Lithobates catesbeianus,37.840699,-104.569989,4,7,2020,19,25.1,30.7,0.09813067,90.65304401
2851319839,Lithobates catesbeianus,44.99527,-93.060592,19,7,2020,50,22.4,27,0.122710005,88.45201318
2851296593,Lithobates catesbeianus,34.26154,-117.21874,31,7,2020,0,26.7,19,0.077270456,92.56394745
2851216625,Lithobates catesbeianus,28.37076,-81.552153,30,7,2020,36.5,29.2,27,0.122710005,88.45201318
2851214676,Lithobates catesbeianus,41.010423,-81.397717,31,12,2019,25.3,0.5,6,0.686952329,50.31070399
2851211475,Lithobates catesbeianus,38.930978,-77.061097,28,7,2020,106,27.6,27,0.122710005,88.45201318
2851200080,Lithobates catesbeianus,39.644795,-74.303283,15,4,2020,78.4,10.2,13.5,0.075432311,92.73424993
2851190826,Lithobates catesbeianus,42.516189,-74.137913,25,7,2020,3.8,22.5,27,0.122710005,88.45201318
2851181793,Lithobates catesbeianus,42.274303,-71.256295,5,7,2020,28.8,26,27,0.122710005,88.45201318
2851167951,Lithobates catesbeianus,39.881737,-74.915509,19,7,2020,167.6,26.4,27,0.122710005,88.45201318
2851164455,Lithobates catesbeianus,46.736276,-120.509908,20,7,2020,2.3,18.9,19,0.077270456,92.56394745
2851156726,Lithobates catesbeianus,47.914179,-122.298265,13,7,2020,2.3,18.9,19,0.077270456,92.56394745
2851142468,Lithobates catesbeianus,36.697362,-103.205961,22,7,2020,19,25.1,30.7,0.09813067,90.65304401
2851136528,Lithobates catesbeianus,46.751738,-120.519385,20,7,2020,2.3,18.9,19,0.077270456,92.56394745
2851134480,Lithobates catesbeianus,37.27933,-121.809717,31,7,2020,0,25.4,19,0.077270456,92.56394745
2851126931,Lithobates catesbeianus,39.881712,-74.915579,19,7,2020,167.6,26.4,27,0.122710005,88.45201318
2851116161,Lithobates catesbeianus,37.856178,-82.716637,12,6,2019,129.9,21.3,20.9,0.05556804,94.59476593
2851081214,Lithobates catesbeianus,32.586534,-97.102979,18,9,2018,52.5,25.9,21.8,0.0793,92.3762754
2851077361,Lithobates catesbeianus,37.279308,-121.810983,31,7,2020,0,25.4,19,0.077270456,92.56394745
2851068058,Lithobates catesbeianus,42.314612,-71.1753,24,4,2010,68.7,10.8,13.6,0.1211,88.59453606
2851048504,Lithobates catesbeianus,46.646408,-120.463004,20,7,2020,2.3,18.9,19,0.077270456,92.56394745
2851040590,Lithobates catesbeianus,41.854178,-88.157345,26,8,2016,170,24.7,24.2,0.065,93.70674634
2851029349,Lithobates catesbeianus,37.279285,-121.810323,31,7,2020,0,25.4,19,0.077270456,92.56394745
2851024538,Lithobates catesbeianus,42.442277,-71.14802,3,5,2020,33.8,14.3,17.8,0.075538702,92.72438432
2851019453,Lithobates catesbeianus,40.084141,-82.808912,25,9,2019,41.9,22.6,21.6,0.136230965,87.26410594
2851017192,Lithobates catesbeianus,42.002169,-91.683747,25,6,2020,129.2,24.4,24.1,0.266350364,76.61706419
2851008596,Lithobates catesbeianus,42.99601,-87.965413,11,6,2020,99.4,23,24.1,0.466126891,62.74276641
2851006542,Lithobates catesbeianus,41.121656,-74.23503,3,5,2020,16,16.8,17.8,0.075538702,92.72438432
2851004815,Lithobates catesbeianus,42.41849,-87.912862,19,7,2020,134,25.6,27,0.122710005,88.45201318
2850993344,Lithobates catesbeianus,39.815089,-84.002061,14,6,2018,182.5,23,20.3,0.068393404,93.38930038
2850992778,Lithobates catesbeianus,34.474803,-77.982375,19,7,2020,36.5,29.7,27,0.122710005,88.45201318
2850991583,Lithobates catesbeianus,40.991345,-80.70227,21,5,2020,58.8,14.2,17.8,0.208329792,81.19392212
2850987591,Lithobates catesbeianus,41.136623,-82.21412,11,6,2020,0.8,22.3,24.1,0.466126891,62.74276641
2850984826,Lithobates catesbeianus,42.117401,-88.16307,23,4,2017,100.8,12.8,14.9,0.302773902,73.87661111
2850983209,Lithobates catesbeianus,35.989413,-75.665607,25,7,2020,87.3,27.8,27,0.122710005,88.45201318
2850983164,Lithobates catesbeianus,41.60807,-87.567567,4,7,2020,134,25.4,27,0.122710005,88.45201318
2850979795,Lithobates catesbeianus,45.249717,-117.966797,22,7,2020,2.3,23.8,19,0.077270456,92.56394745
2850978303,Lithobates catesbeianus,38.402487,-76.408539,24,4,2016,48.6,15.2,12,-0.1304,101
2850969846,Lithobates catesbeianus,38.092064,-122.14969,26,7,2020,0,24.1,19,0.077270456,92.56394745
2850967854,Lithobates catesbeianus,41.357407,-72.363051,22,7,2020,33.4,23.6,27,0.122710005,88.45201318
2850959704,Lithobates catesbeianus,39.133751,-77.599841,27,6,2020,119.6,23.1,24.1,0.466126891,62.74276641
2850958677,Lithobates catesbeianus,41.208536,-74.093483,26,6,2020,14.5,21.7,24.1,0.466126891,62.74276641
2850955531,Lithobates catesbeianus,41.123886,-74.234353,3,5,2020,16,16.8,17.8,0.075538702,92.72438432
2850954806,Lithobates catesbeianus,38.883749,-90.206586,19,7,2020,260.3,26.7,27,0.122710005,88.45201318
2850951850,Lithobates catesbeianus,47.834962,-122.220412,28,7,2020,2.3,18.9,19,0.077270456,92.56394745
2850951138,Lithobates catesbeianus,35.989413,-75.665607,25,7,2020,87.3,27.8,27,0.122710005,88.45201318
2850951100,Lithobates catesbeianus,34.714289,-77.455997,21,7,2018,109,27.1,22.8,0.145679827,86.44344271
2850950109,Lithobates catesbeianus,35.989521,-75.664908,25,7,2020,87.3,27.8,27,0.122710005,88.45201318
2850949887,Lithobates catesbeianus,42.989995,-87.899932,31,7,2020,134,25.6,27,0.122710005,88.45201318
2850944796,Lithobates catesbeianus,36.10868,-83.754341,25,7,2020,36.5,25.1,27,0.122710005,88.45201318
2850944401,Lithobates catesbeianus,43.895446,-70.094822,20,7,2019,92.2,24.2,23.5,0.20428504,81.52299648
2850943612,Lithobates catesbeianus,41.689757,-82.80638,19,6,2020,0,21.5,24.1,0.466126891,62.74276641
2850937837,Lithobates catesbeianus,35.223919,-97.401143,22,7,2020,260.3,29.8,30.7,0.09813067,90.65304401
2850933833,Lithobates catesbeianus,37.024799,-119.676352,25,7,2020,0,25.4,19,0.077270456,92.56394745
2850932144,Lithobates catesbeianus,35.989413,-75.665607,25,7,2020,87.3,27.8,27,0.122710005,88.45201318
2850872361,Lithobates catesbeianus,42.80408,-71.243049,19,7,2006,156.3,22.6,33.3,0.1498,86.08801352
2850871957,Lithobates catesbeianus,39.881763,-74.915523,19,7,2020,167.6,26.4,27,0.122710005,88.45201318
2850866674,Lithobates catesbeianus,37.635206,-98.714786,9,6,2020,68.4,25.5,24.1,0.212363028,80.86710743
2850832371,Lithobates catesbeianus,42.630829,-88.140631,23,4,2017,100.8,12.8,14.9,0.302773902,73.87661111
2850820965,Lithobates catesbeianus,39.759953,-104.860081,4,7,2020,19,25.1,19,0.09813067,90.65304401
2850806492,Lithobates catesbeianus,41.409163,-93.346664,11,5,2019,332.2,14.5,22.5,0.326222928,72.16442946
2850803930,Lithobates catesbeianus,41.813528,-72.535873,11,7,2020,33.4,24.4,27,0.122710005,88.45201318
2850803122,Lithobates catesbeianus,42.533539,-88.007784,31,5,2020,149.8,15.6,17.8,0.103980157,90.12431805
2850793145,Lithobates catesbeianus,41.489035,-72.493629,15,8,2019,39.6,21.3,22.9,0.191074746,82.60708404
2850784174,Lithobates catesbeianus,35.0077,-80.2009,19,9,2017,69.4,23,19.6,0.10376362,90.14383544
2850775574,Lithobates catesbeianus,32.484858,-97.181764,31,5,2017,76.4,21.7,16,0.065603638,93.65019846
2850775491,Lithobates catesbeianus,41.70864,-87.845819,25,7,2020,134,25.6,27,0.122710005,88.45201318
2850754489,Lithobates catesbeianus,40.092595,-90.946762,31,7,2020,260.3,26.7,27,0.122710005,88.45201318
2850752964,Lithobates catesbeianus,39.323342,-121.837869,12,5,2018,5.3,13.4,15.2,0.064584809,93.74566061
2850745924,Lithobates catesbeianus,41.813528,-72.535873,11,7,2020,33.4,24.4,27,0.122710005,88.45201318
2850732472,Lithobates catesbeianus,47.788816,-122.329625,30,7,2020,2.3,18.9,19,0.077270456,92.56394745
2850719266,Lithobates catesbeianus,38.453194,-90.308978,4,5,2020,36.6,17.7,17.8,0.103980157,90.12431805
2850704370,Lithobates catesbeianus,35.7501,-81.5248,23,7,2020,36.5,25.9,27,0.122710005,88.45201318
2850702392,Lithobates catesbeianus,38.835009,-77.069536,14,7,2019,68.7,28.4,23.5,0.20428504,81.52299648
2850695018,Lithobates catesbeianus,36.100355,-115.022427,30,6,2020,0,30.8,16.9,0.077960419,92.50010382
2850692436,Lithobates catesbeianus,41.489809,-81.488321,20,7,2020,14,24.3,27,0.122710005,88.45201318
2850678777,Lithobates catesbeianus,42.40617,-71.473859,19,7,2020,28.8,24.3,27,0.122710005,88.45201318
2850649879,Lithobates catesbeianus,41.679012,-87.806751,23,4,2018,69.7,6,10.4,0.141727865,86.78573987
2850645594,Lithobates catesbeianus,29.764431,-95.45369,12,6,2020,174.6,26.6,24.1,0.212363028,80.86710743
2850643822,Lithobates catesbeianus,30.664944,-94.44222,11,6,2020,174.6,26.6,24.1,0.212363028,80.86710743
2850642316,Lithobates catesbeianus,39.45383,-84.217423,14,6,2020,45.9,23.6,24.1,0.466126891,62.74276641
2850638539,Lithobates catesbeianus,37.125695,-93.238587,30,5,2020,26.9,18.4,17.8,0.103980157,90.12431805
2850634909,Lithobates catesbeianus,39.288417,-76.580345,14,5,2018,142.4,23.5,18.1,0.269008456,76.41367943
2850632971,Lithobates catesbeianus,43.100887,-87.904115,23,5,2020,149.8,15.6,17.8,0.103980157,90.12431805
2850624427,Lithobates catesbeianus,40.08753,-82.815188,26,9,2019,41.9,22.6,21.6,0.136230965,87.26410594
2850623741,Lithobates catesbeianus,42.746085,-71.6589,2,7,2020,28.8,24.3,27,0.122710005,88.45201318
2850620730,Lithobates catesbeianus,41.442178,-96.554778,12,7,2020,50,26,27,0.122710005,88.45201318
2850612685,Lithobates catesbeianus,35.638788,-78.808517,27,6,2020,24.9,24.7,24.1,0.466126891,62.74276641
2850611516,Lithobates catesbeianus,39.175316,-94.770516,31,3,2020,74.7,9.7,10.5,0.130650728,87.75242155
2850610774,Lithobates catesbeianus,32.462781,-94.655368,15,7,2020,260.3,29.8,30.7,0.09813067,90.65304401
2850606148,Lithobates catesbeianus,39.22228,-76.424503,29,7,2020,106,27.6,27,0.122710005,88.45201318
2850604160,Lithobates catesbeianus,39.909783,-75.366312,25,7,2020,167.6,28,27,0.122710005,88.45201318
2850601536,Lithobates catesbeianus,41.187588,-81.818106,11,5,2020,58.8,14.2,17.8,0.208329792,81.19392212
2850601423,Lithobates catesbeianus,40.088458,-82.810028,25,9,2019,41.9,22.6,21.6,0.136230965,87.26410594
2850598733,Lithobates catesbeianus,44.739847,-72.124554,11,8,2018,82.2,22.4,27.5,0.195337401,82.25570799
2850598563,Lithobates catesbeianus,38.731539,-90.774189,10,5,2020,36.6,17.7,17.8,0.103980157,90.12431805
2850596436,Lithobates catesbeianus,40.087551,-82.81527,26,9,2019,41.9,22.6,21.6,0.136230965,87.26410594
2850594029,Lithobates catesbeianus,42.515638,-72.271644,31,7,2020,3.8,24.3,27,0.122710005,88.45201318
2850591891,Lithobates catesbeianus,44.721255,-71.713243,30,7,2020,3.8,23.7,27,0.122710005,88.45201318
2850589874,Lithobates catesbeianus,42.746091,-71.65891,29,7,2020,28.8,24.3,27,0.122710005,88.45201318
2850589391,Lithobates catesbeianus,40.437944,-79.947966,14,6,2019,146.1,20.4,20.9,0.05556804,94.59476593
2850587318,Lithobates catesbeianus,38.287073,-94.697943,5,5,2017,76.4,17.3,16,0.065603638,93.65019846
2850585860,Lithobates catesbeianus,34.111305,-118.307494,29,7,2020,0,24.8,19,0.077270456,92.56394745
2850584615,Lithobates catesbeianus,44.464477,-72.978134,26,5,2020,30.4,13.7,17.8,0.075538702,92.72438432
2850583619,Lithobates catesbeianus,36.477175,-89.362801,12,6,2020,72.8,24.1,24.1,0.266350364,76.61706419
2850577442,Lithobates catesbeianus,41.612458,-81.300962,27,9,2019,123.6,20.6,21.6,0.136230965,87.26410594
2850577441,Lithobates catesbeianus,40.088425,-82.81015,25,9,2019,41.9,22.6,21.6,0.136230965,87.26410594
2850576295,Lithobates catesbeianus,42.724721,-73.807377,31,7,2019,63.6,21.9,23.5,0.20428504,81.52299648
2850574371,Lithobates catesbeianus,42.4266,-83.93712,6,4,2019,91.2,8.4,13.9,0.047018182,95.40700505
2850572710,Lithobates catesbeianus,42.746036,-71.658937,6,7,2020,28.8,24.3,27,0.122710005,88.45201318
2850571993,Lithobates catesbeianus,40.531423,-74.175494,15,6,2020,8,23.9,24.1,0.466126891,62.74276641
2850568421,Lithobates catesbeianus,40.086964,-82.814189,25,9,2019,41.9,22.6,21.6,0.136230965,87.26410594
2850566400,Lithobates catesbeianus,41.40887,-81.883728,14,7,2019,70.5,24.7,23.5,0.20428504,81.52299648
2850566397,Lithobates catesbeianus,40.43944,-79.943229,13,7,2019,64.8,24.6,23.5,0.20428504,81.52299648
2850561887,Lithobates catesbeianus,41.687313,-72.477053,27,7,2020,33.4,24.4,27,0.122710005,88.45201318
2850558390,Lithobates catesbeianus,35.824342,-79.121719,10,6,2019,98.1,25.3,20.9,0.062498607,93.94143717
2850556353,Lithobates catesbeianus,37.914262,-85.669375,29,7,2018,70.7,23.6,22.8,0.145679827,86.44344271
2850548825,Lithobates catesbeianus,44.708974,-67.456217,23,7,2020,28.8,24.1,27,0.122710005,88.45201318
2850545735,Lithobates catesbeianus,41.861014,-88.125928,23,7,2020,134,25.6,27,0.122710005,88.45201318
2850530913,Lithobates catesbeianus,32.279476,-111.020887,25,7,2020,0,34.9,30.7,0.077270456,92.56394745
2850529818,Lithobates catesbeianus,39.221045,-76.425229,2,7,2019,68.7,28.4,23.5,0.20428504,81.52299648
2850529764,Lithobates catesbeianus,42.440445,-71.180515,14,7,2020,28.8,26,27,0.122710005,88.45201318
2850528856,Lithobates catesbeianus,36.2093,-81.7784,13,7,2020,36.5,25.9,27,0.122710005,88.45201318
2850528722,Lithobates catesbeianus,30.070147,-95.739228,20,5,2020,24.9,24.4,19.4,0.072046733,93.04874105
2842431146,Lithobates catesbeianus,39.082066,-77.407637,26,6,2019,42.8,23.3,20.9,0.05556804,94.59476593
2841118724,Lithobates catesbeianus,31.465174,-111.258001,14,9,2018,0,23.8,21.8,0.0788,92.42247509
2840702122,Lithobates catesbeianus,41.623146,-70.536489,13,9,2018,192.4,20.3,23.5,0.19972228,81.89581628
2840391691,Lithobates catesbeianus,40.670327,-73.96574,2,5,2013,122.6,16,25.2,1.5727,20.7484218
2835647549,Lithobates catesbeianus,40.498346,-74.248238,5,5,2013,122.6,16,25.2,1.5727,20.7484218
2834291407,Lithobates catesbeianus,39.665176,-75.753086,20,9,2019,45,20.7,21.6,0.130519781,87.76391322
2833218627,Lithobates catesbeianus,31.465174,-111.258001,14,9,2018,0,23.8,21.8,0.0788,92.42247509
2832351569,Lithobates catesbeianus,40.668253,-73.962772,2,5,2013,122.6,16,25.2,1.5727,20.7484218
2826542977,Lithobates catesbeianus,43.125486,-71.049128,30,7,2020,28.8,24.1,27,0.122710005,88.45201318
2826539421,Lithobates catesbeianus,38.933398,-77.168095,27,7,2020,87.3,27.6,27,0.122710005,88.45201318
2826538873,Lithobates catesbeianus,40.472743,-74.694486,30,7,2020,167.6,25.5,27,0.122710005,88.45201318
2826535153,Lithobates catesbeianus,43.918256,-74.533858,25,7,2020,3.8,22.5,27,0.122710005,88.45201318
2826522666,Lithobates catesbeianus,43.102196,-72.149878,26,7,2020,3.8,23.7,27,0.122710005,88.45201318
2826517732,Lithobates catesbeianus,36.223457,-95.90303,29,7,2020,260.3,28.8,30.7,0.09813067,90.65304401
2826514051,Lithobates catesbeianus,41.113101,-77.506387,28,7,2020,106,25,27,0.122710005,88.45201318
2826512889,Lithobates catesbeianus,42.199692,-74.042839,27,7,2020,150.2,23.9,27,0.122710005,88.45201318
2826511987,Lithobates catesbeianus,33.078832,-117.061935,31,7,2020,0,19.1,19,0.077270456,92.56394745
2826511260,Lithobates catesbeianus,32.278591,-111.020655,25,7,2020,0,34.9,30.7,0.077270456,92.56394745
2826510912,Lithobates catesbeianus,35.406134,-82.510206,30,7,2020,36.5,25.1,27,0.122710005,88.45201318
2826510650,Lithobates catesbeianus,43.102196,-72.149878,26,7,2020,3.8,23.7,27,0.122710005,88.45201318
2826510338,Lithobates catesbeianus,36.820158,-75.984134,27,7,2020,87.3,27.8,27,0.122710005,88.45201318
2826503996,Lithobates catesbeianus,41.057429,-73.741645,30,7,2020,150.2,25.7,27,0.122710005,88.45201318
2826503684,Lithobates catesbeianus,43.102397,-72.149793,26,7,2020,3.8,23.7,27,0.122710005,88.45201318
2826502692,Lithobates catesbeianus,40.89446,-74.462481,26,7,2020,150.2,25.5,27,0.122710005,88.45201318
2826495635,Lithobates catesbeianus,46.08675,-91.47264,28,7,2020,50,22.4,27,0.122710005,88.45201318
2826491853,Lithobates catesbeianus,40.571938,-91.419805,24,7,2020,50,26,27,0.122710005,88.45201318
2826491820,Lithobates catesbeianus,37.990698,-122.022296,29,7,2020,0,24.1,19,0.077270456,92.56394745
2826491459,Lithobates catesbeianus,35.7883,-78.7812,25,7,2020,36.5,28.4,27,0.122710005,88.45201318
2826490653,Lithobates catesbeianus,40.825191,-74.424482,26,7,2020,150.2,25.5,27,0.122710005,88.45201318
2826486302,Lithobates catesbeianus,37.391137,-80.032959,25,7,2020,36.5,25.9,27,0.122710005,88.45201318
2826483607,Lithobates catesbeianus,39.05464,-77.037721,28,7,2020,106,27.6,27,0.122710005,88.45201318
2826483447,Lithobates catesbeianus,40.833995,-74.491193,26,7,2020,150.2,25.5,27,0.122710005,88.45201318
2826482413,Lithobates catesbeianus,30.458631,-97.610411,27,7,2020,260.3,30,30.7,0.09813067,90.65304401
2826481093,Lithobates catesbeianus,36.779355,-96.05741,28,7,2020,260.3,28.8,30.7,0.09813067,90.65304401
2826477425,Lithobates catesbeianus,35.24305,-87.334739,25,7,2020,260.3,25.1,27,0.122710005,88.45201318
2826474682,Lithobates catesbeianus,36.726018,-114.728485,28,7,2020,0,34.9,19,0.077270456,92.56394745
2826473486,Lithobates catesbeianus,28.304713,-96.805395,26,7,2020,260.3,28.6,30.7,0.09813067,90.65304401
2826472187,Lithobates catesbeianus,42.027559,-93.628151,31,7,2020,50,26,27,0.122710005,88.45201318
2826471987,Lithobates catesbeianus,37.279109,-121.811121,31,7,2020,0,25.4,19,0.077270456,92.56394745
2826469238,Lithobates catesbeianus,29.763509,-95.453149,31,7,2020,260.3,28.6,30.7,0.09813067,90.65304401
2826467950,Lithobates catesbeianus,42.3507,-88.187012,31,7,2020,134,25.6,27,0.122710005,88.45201318
2826462447,Lithobates catesbeianus,35.810424,-78.714193,26,7,2020,36.5,28.4,27,0.122710005,88.45201318
2826461184,Lithobates catesbeianus,37.926983,-122.161378,14,7,2020,0,24.1,19,0.077270456,92.56394745
2826459510,Lithobates catesbeianus,40.767053,-72.994227,28,7,2020,150.2,23.8,27,0.122710005,88.45201318
2826458926,Lithobates catesbeianus,44.340561,-68.258272,31,7,2020,28.8,24.1,27,0.122710005,88.45201318
2826457503,Lithobates catesbeianus,36.159547,-80.354278,28,7,2020,36.5,25.9,27,0.122710005,88.45201318
